id,categoria,valor,quantidade,data,regiao,status
2018,D,136.84000299068862,89,2023-01-02 09:38:00,Norte,Inativo
2019,C,102.22781707009919,74,2023-01-02 09:39:00,Norte,Pendente
2020,D,87.84013405663505,84,2023-01-02 09:40:00,Oeste,Ativo
2021,B,92.72176872345042,78,2023-01-02 09:41:00,Oeste,Ativo
2022,B,61.7333549970214,97,2023-01-02 09:42:00,Leste,Ativo
2023,E,112.39796947532463,69,2023-01-02 09:43:00,Sul,Inativo
2024,D,140.0021538377067,45,2023-01-02 09:44:00,Norte,Ativo
2025,E,84.34485982241246,70,2023-01-02 09:45:00,Oeste,Inativo
2026,A,147.6691407329373,86,2023-01-02 09:46:00,Sul,Inativo
2027,D,97.67190201077798,17,2023-01-02 09:47:00,Leste,Ativo
2028,C,133.3350625708734,79,2023-01-02 09:48:00,Oeste,Ativo
2029,A,106.1444208859138,39,2023-01-02 09:49:00,Norte,Ativo
2030,A,106.12262378009991,40,2023-01-02 09:50:00,Norte,Ativo
2031,C,136.87851485030572,28,2023-01-02 09:51:00,Norte,Ativo
2032,A,115.65407877203701,2,2023-01-02 09:52:00,Oeste,Ativo
2033,D,107.49696156665641,82,2023-01-02 09:53:00,Norte,Inativo
2034,E,61.173263238562896,27,2023-01-02 09:54:00,Leste,Inativo
2035,A,69.8558286828753,21,2023-01-02 09:55:00,Norte,Ativo
2036,D,109.17109948037842,87,2023-01-02 09:56:00,Leste,Ativo
2037,B,129.35566610742484,7,2023-01-02 09:57:00,Norte,Inativo
2038,D,102.56902134492586,61,2023-01-02 09:58:00,Leste,Pendente
2039,E,88.1739072224211,52,2023-01-02 09:59:00,Oeste,Ativo
2040,D,63.21659221656786,48,2023-01-02 10:00:00,Leste,Inativo
2041,C,84.32829885032436,19,2023-01-02 10:01:00,Oeste,Ativo
2042,E,102.61962258394071,73,2023-01-02 10:02:00,Sul,Ativo
2043,B,82.87086695508478,12,2023-01-02 10:03:00,Leste,Ativo
2044,C,80.71107459205068,94,2023-01-02 10:04:00,Oeste,Inativo
2045,D,98.97765473046722,71,2023-01-02 10:05:00,Sul,Ativo
2046,E,128.9682334024478,2,2023-01-02 10:06:00,Norte,Inativo
2047,B,113.69438775776835,17,2023-01-02 10:07:00,Sul,Ativo
2048,C,105.71743570740232,75,2023-01-02 10:08:00,Leste,Ativo
2049,B,103.76972761520842,76,2023-01-02 10:09:00,Sul,Ativo
2050,D,111.02353404714279,3,2023-01-02 10:10:00,Norte,Ativo
2051,B,97.7973684843462,21,2023-01-02 10:11:00,Sul,Ativo
2052,A,91.77836764643033,78,2023-01-02 10:12:00,Leste,Ativo
2053,C,114.76387918516542,79,2023-01-02 10:13:00,Leste,Ativo
2054,B,95.49209435675354,51,2023-01-02 10:14:00,Oeste,Ativo
2055,D,76.22805195064731,10,2023-01-02 10:15:00,Norte,Ativo
2056,D,128.86600020259576,55,2023-01-02 10:16:00,Norte,Inativo
2057,B,62.60145409903834,36,2023-01-02 10:17:00,Sul,Ativo
2058,D,130.36645649134627,51,2023-01-02 10:18:00,Norte,Ativo
2059,E,110.12910493015525,74,2023-01-02 10:19:00,Leste,Inativo
2060,E,80.61698534521346,17,2023-01-02 10:20:00,Sul,Ativo
2061,E,100.48509107773982,89,2023-01-02 10:21:00,Oeste,Ativo
2062,A,91.42273198605464,61,2023-01-02 10:22:00,Sul,Ativo
2063,B,116.15451456710096,91,2023-01-02 10:23:00,Sul,Ativo
2064,A,115.75862504992105,97,2023-01-02 10:24:00,Oeste,Ativo
2065,D,109.22727042160186,75,2023-01-02 10:25:00,Sul,Ativo
2066,A,114.92766161967128,13,2023-01-02 10:26:00,Norte,Ativo
2067,D,97.70335149827558,65,2023-01-02 10:27:00,Sul,Ativo
2068,D,135.23350190387958,95,2023-01-02 10:28:00,Sul,Ativo
2069,C,124.47213766915253,97,2023-01-02 10:29:00,Sul,Ativo
2070,E,90.45988563357287,85,2023-01-02 10:30:00,Leste,Ativo
2071,D,116.21723432066449,80,2023-01-02 10:31:00,Leste,Inativo
2072,C,114.47164571820113,87,2023-01-02 10:32:00,Norte,Ativo
2073,E,94.80476689424648,74,2023-01-02 10:33:00,Oeste,Ativo
2074,D,93.23486711505846,48,2023-01-02 10:34:00,Leste,Pendente
2075,D,124.29016023555607,97,2023-01-02 10:35:00,Leste,Inativo
2076,A,99.7061249394888,86,2023-01-02 10:36:00,Norte,Ativo
2077,A,105.20343780672908,70,2023-01-02 10:37:00,Norte,Ativo
2078,E,128.02208130928162,47,2023-01-02 10:38:00,Oeste,Ativo
2079,D,150.66678001395687,10,2023-01-02 10:39:00,Sul,Pendente
2080,B,89.46750106038871,57,2023-01-02 10:40:00,Sul,Ativo
2081,A,95.58199498157786,80,2023-01-02 10:41:00,Oeste,Ativo
2082,E,101.48008023885731,13,2023-01-02 10:42:00,Oeste,Inativo
2083,D,101.93472865476028,61,2023-01-02 10:43:00,Oeste,Ativo
2084,D,107.52709777223782,58,2023-01-02 10:44:00,Norte,Ativo
2085,B,90.19642983725998,84,2023-01-02 10:45:00,Sul,Ativo
2086,E,74.67617960774348,68,2023-01-02 10:46:00,Oeste,Pendente
2087,D,135.07650489699495,84,2023-01-02 10:47:00,Oeste,Pendente
2088,A,112.24165001607565,86,2023-01-02 10:48:00,Sul,Ativo
2089,B,91.62928533321025,29,2023-01-02 10:49:00,Sul,Ativo
2090,E,108.74226015841465,16,2023-01-02 10:50:00,Norte,Ativo
2091,B,136.65901051907508,63,2023-01-02 10:51:00,Leste,Ativo
2092,A,84.23956762448688,47,2023-01-02 10:52:00,Leste,Ativo
2093,E,104.2228042615392,43,2023-01-02 10:53:00,Norte,Ativo
2094,B,72.2027051819694,23,2023-01-02 10:54:00,Norte,Ativo
2095,C,97.63316752252356,30,2023-01-02 10:55:00,Sul,Ativo
2096,A,112.33190772229113,57,2023-01-02 10:56:00,Norte,Ativo
2097,A,77.70553488089983,30,2023-01-02 10:57:00,Norte,Ativo
2098,A,96.25597261783048,67,2023-01-02 10:58:00,Oeste,Pendente
2099,C,115.99854599059833,56,2023-01-02 10:59:00,Norte,Ativo
2100,C,111.78400264465179,24,2023-01-02 11:00:00,Norte,Ativo
2101,D,76.84736638142277,77,2023-01-02 11:01:00,Oeste,Ativo
2102,B,107.47549749804479,96,2023-01-02 11:02:00,Sul,Ativo
2103,D,111.17437674374756,76,2023-01-02 11:03:00,Sul,Inativo
2104,B,102.15971033372061,8,2023-01-02 11:04:00,Norte,Ativo
2105,C,121.78678618633384,88,2023-01-02 11:05:00,Norte,Inativo
2106,C,88.21105362720616,44,2023-01-02 11:06:00,Leste,Inativo
2107,D,108.24968925583025,80,2023-01-02 11:07:00,Oeste,Ativo
2108,E,76.69599425893529,96,2023-01-02 11:08:00,Leste,Ativo
2109,D,67.98748313633241,34,2023-01-02 11:09:00,Norte,Ativo
2110,B,115.62157962430547,35,2023-01-02 11:10:00,Leste,Inativo
2111,D,100.41124940859655,96,2023-01-02 11:11:00,Leste,Ativo
2112,A,90.73164857767807,50,2023-01-02 11:12:00,Sul,Pendente
2113,B,78.6968797180928,17,2023-01-02 11:13:00,Oeste,Ativo
2114,B,116.54204763526681,2,2023-01-02 11:14:00,Sul,Ativo
2115,E,69.83971254734342,90,2023-01-02 11:15:00,Sul,Ativo
2116,C,119.85754936377376,54,2023-01-02 11:16:00,Leste,Ativo
2117,B,109.01994740865229,44,2023-01-02 11:17:00,Oeste,Ativo
2118,C,70.84417223970301,81,2023-01-02 11:18:00,Norte,Ativo
2119,D,102.51922829757278,49,2023-01-02 11:19:00,Oeste,Ativo
2120,A,153.074497507327,2,2023-01-02 11:20:00,Sul,Ativo
2121,E,123.78836568926953,72,2023-01-02 11:21:00,Leste,Ativo
2122,C,83.43945641624683,70,2023-01-02 11:22:00,Norte,Ativo
2123,B,114.33411364477419,9,2023-01-02 11:23:00,Sul,Ativo
2124,C,71.68173740926242,1,2023-01-02 11:24:00,Leste,Inativo
2125,B,72.57371647787754,69,2023-01-02 11:25:00,Sul,Ativo
2126,C,98.65388660064569,9,2023-01-02 11:26:00,Leste,Ativo
2127,B,111.0330453715815,14,2023-01-02 11:27:00,Oeste,Ativo
2128,D,116.22660637842836,27,2023-01-02 11:28:00,Sul,Ativo
2129,B,116.50367449106736,9,2023-01-02 11:29:00,Oeste,Ativo
2130,B,109.89500225070401,36,2023-01-02 11:30:00,Oeste,Inativo
2131,A,67.720177458078,93,2023-01-02 11:31:00,Leste,Ativo
2132,B,98.78136729705432,84,2023-01-02 11:32:00,Norte,Pendente
2133,A,119.37363783262444,79,2023-01-02 11:33:00,Oeste,Ativo
2134,E,108.86581853214851,3,2023-01-02 11:34:00,Sul,Inativo
2135,A,103.64212064114653,23,2023-01-02 11:35:00,Sul,Ativo
2136,D,106.58451733820627,73,2023-01-02 11:36:00,Leste,Ativo
2137,A,106.2503975955444,30,2023-01-02 11:37:00,Oeste,Ativo
2138,E,60.70205434046312,19,2023-01-02 11:38:00,Norte,Ativo
2139,D,123.09782285270788,67,2023-01-02 11:39:00,Norte,Inativo
2140,C,97.78934185026424,50,2023-01-02 11:40:00,Sul,Inativo
2141,C,114.15172914971122,48,2023-01-02 11:41:00,Leste,Ativo
2142,A,53.88708989591568,3,2023-01-02 11:42:00,Oeste,Ativo
2143,A,133.21983808281246,98,2023-01-02 11:43:00,Sul,Ativo
2144,E,76.87176712454243,66,2023-01-02 11:44:00,Leste,Pendente
2145,E,150.82682064061052,27,2023-01-02 11:45:00,Norte,Ativo
2146,B,142.384807744579,87,2023-01-02 11:46:00,Sul,Inativo
2147,E,73.50167961155073,96,2023-01-02 11:47:00,Leste,Ativo
2148,B,116.34073372518382,99,2023-01-02 11:48:00,Norte,Inativo
2149,D,79.65576284199682,40,2023-01-02 11:49:00,Leste,Ativo
2150,A,87.21187928250957,18,2023-01-02 11:50:00,Sul,Ativo
2151,D,87.66334798045665,27,2023-01-02 11:51:00,Oeste,Ativo
2152,E,108.95861346758781,11,2023-01-02 11:52:00,Leste,Ativo
2153,D,106.49273580858805,39,2023-01-02 11:53:00,Oeste,Ativo
2154,D,75.968183566531,19,2023-01-02 11:54:00,Sul,Inativo
2155,D,108.79902806806221,89,2023-01-02 11:55:00,Norte,Ativo
2156,E,95.91781747013115,7,2023-01-02 11:56:00,Leste,Pendente
2157,D,63.58894236677518,95,2023-01-02 11:57:00,Norte,Ativo
2158,B,91.31935472461976,57,2023-01-02 11:58:00,Oeste,Ativo
2159,E,133.20853706986696,2,2023-01-02 11:59:00,Oeste,Pendente
2160,D,91.99437457594131,38,2023-01-02 12:00:00,Norte,Ativo
2161,E,63.28926377948188,5,2023-01-02 12:01:00,Sul,Ativo
2162,C,116.28933465497013,78,2023-01-02 12:02:00,Oeste,Ativo
2163,B,81.4497963058028,82,2023-01-02 12:03:00,Sul,Pendente
2164,D,104.28857860824894,36,2023-01-02 12:04:00,Norte,Inativo
2165,C,96.56027009183644,68,2023-01-02 12:05:00,Sul,Inativo
2166,C,135.23340464273755,88,2023-01-02 12:06:00,Oeste,Pendente
2167,E,96.57433351071626,77,2023-01-02 12:07:00,Norte,Ativo
2168,C,77.10821449320449,85,2023-01-02 12:08:00,Sul,Ativo
2169,B,90.62304791876352,57,2023-01-02 12:09:00,Sul,Ativo
2170,B,75.42447701900733,97,2023-01-02 12:10:00,Leste,Inativo
2171,A,95.81470576671181,20,2023-01-02 12:11:00,Oeste,Inativo
2172,B,135.39581465674223,5,2023-01-02 12:12:00,Leste,Ativo
2173,C,124.96936078845518,24,2023-01-02 12:13:00,Sul,Ativo
2174,B,140.82381006388172,99,2023-01-02 12:14:00,Oeste,Inativo
2175,E,109.5850019179345,30,2023-01-02 12:15:00,Norte,Ativo
2176,A,102.86200415286199,28,2023-01-02 12:16:00,Norte,Ativo
2177,C,80.03413883357861,53,2023-01-02 12:17:00,Norte,Ativo
2178,A,105.3933557797456,51,2023-01-02 12:18:00,Sul,Pendente
2179,C,97.39277438041303,7,2023-01-02 12:19:00,Sul,Ativo
2180,E,115.57254729284315,42,2023-01-02 12:20:00,Norte,Ativo
2181,A,77.55490042414195,35,2023-01-02 12:21:00,Leste,Ativo
2182,D,101.05364908620164,94,2023-01-02 12:22:00,Leste,Ativo
2183,C,68.53005751971139,34,2023-01-02 12:23:00,Oeste,Ativo
2184,D,106.75225185110371,73,2023-01-02 12:24:00,Oeste,Inativo
2185,A,113.51503763018408,76,2023-01-02 12:25:00,Norte,Ativo
2186,D,67.56979816822334,54,2023-01-02 12:26:00,Sul,Inativo
2187,D,73.20495492627988,29,2023-01-02 12:27:00,Sul,Ativo
2188,A,74.08039958704464,10,2023-01-02 12:28:00,Oeste,Pendente
2189,E,96.44750082713358,27,2023-01-02 12:29:00,Norte,Ativo
2190,D,72.05030774339113,83,2023-01-02 12:30:00,Oeste,Ativo
2191,D,127.5698044430546,13,2023-01-02 12:31:00,Leste,Ativo
2192,E,108.72305963016072,42,2023-01-02 12:32:00,Norte,Ativo
2193,D,111.98079159468676,37,2023-01-02 12:33:00,Norte,Ativo
2194,D,68.21904228773327,61,2023-01-02 12:34:00,Norte,Ativo
2195,D,125.86356171056445,96,2023-01-02 12:35:00,Leste,Ativo
2196,B,112.99218880197124,79,2023-01-02 12:36:00,Norte,Inativo
2197,E,86.35308720241468,21,2023-01-02 12:37:00,Oeste,Ativo
2198,D,69.16464150590406,3,2023-01-02 12:38:00,Leste,Ativo
2199,E,98.47745553862183,8,2023-01-02 12:39:00,Sul,Ativo
2200,C,90.67137175277455,70,2023-01-02 12:40:00,Oeste,Ativo
2201,C,91.5014632888608,93,2023-01-02 12:41:00,Oeste,Ativo
2202,D,85.89136007843533,83,2023-01-02 12:42:00,Oeste,Ativo
2203,E,114.42871814688169,17,2023-01-02 12:43:00,Leste,Ativo
2204,E,47.98849960941338,10,2023-01-02 12:44:00,Oeste,Ativo
2205,E,128.59855580664177,97,2023-01-02 12:45:00,Leste,Inativo
2206,B,119.96232977432241,13,2023-01-02 12:46:00,Norte,Ativo
2207,C,104.21370376590957,91,2023-01-02 12:47:00,Sul,Ativo
2208,E,97.11828859095012,12,2023-01-02 12:48:00,Norte,Pendente
2209,E,121.66101311107165,66,2023-01-02 12:49:00,Oeste,Ativo
2210,B,99.15481687812606,74,2023-01-02 12:50:00,Leste,Ativo
2211,B,94.43141030953052,85,2023-01-02 12:51:00,Leste,Inativo
2212,E,122.77436135712196,23,2023-01-02 12:52:00,Norte,Ativo
2213,A,141.86791450099852,65,2023-01-02 12:53:00,Oeste,Ativo
2214,E,80.57986353178723,97,2023-01-02 12:54:00,Sul,Ativo
2215,E,108.4959862695357,52,2023-01-02 12:55:00,Leste,Ativo
2216,B,78.27216244244907,61,2023-01-02 12:56:00,Leste,Inativo
2217,B,110.03279364521717,26,2023-01-02 12:57:00,Oeste,Inativo
2218,E,84.43637043249001,15,2023-01-02 12:58:00,Leste,Ativo
2219,E,124.23096513823523,22,2023-01-02 12:59:00,Oeste,Pendente
2220,E,97.99761196077505,89,2023-01-02 13:00:00,Oeste,Ativo
2221,B,100.92957338409576,65,2023-01-02 13:01:00,Sul,Ativo
2222,E,132.62230194911166,26,2023-01-02 13:02:00,Oeste,Pendente
2223,E,85.33994161775269,21,2023-01-02 13:03:00,Norte,Ativo
2224,D,113.69684388211182,24,2023-01-02 13:04:00,Sul,Ativo
2225,A,87.33093116232601,16,2023-01-02 13:05:00,Oeste,Ativo
2226,C,123.92595087686277,32,2023-01-02 13:06:00,Oeste,Pendente
2227,A,135.73510897660645,16,2023-01-02 13:07:00,Sul,Ativo
2228,D,94.74185604250069,77,2023-01-02 13:08:00,Leste,Ativo
2229,C,56.11819200477505,42,2023-01-02 13:09:00,Sul,Ativo
2230,E,86.2372587569682,32,2023-01-02 13:10:00,Leste,Ativo
2231,D,148.6527264804351,50,2023-01-02 13:11:00,Sul,Ativo
2232,E,88.15771613620603,41,2023-01-02 13:12:00,Sul,Pendente
2233,B,135.4204230079612,24,2023-01-02 13:13:00,Norte,Inativo
2234,D,87.87428019741509,13,2023-01-02 13:14:00,Sul,Pendente
2235,B,87.38001288212064,75,2023-01-02 13:15:00,Norte,Ativo
2236,D,115.58375154001608,79,2023-01-02 13:16:00,Oeste,Ativo
2237,D,113.18681990138224,10,2023-01-02 13:17:00,Leste,Ativo
2238,B,117.0434836264381,42,2023-01-02 13:18:00,Leste,Inativo
2239,C,100.09821117127107,41,2023-01-02 13:19:00,Norte,Pendente
2240,A,120.68720196029119,3,2023-01-02 13:20:00,Leste,Pendente
2241,E,119.23000188607936,55,2023-01-02 13:21:00,Leste,Ativo
2242,D,122.98056125996587,16,2023-01-02 13:22:00,Sul,Ativo
2243,E,87.52881889401719,44,2023-01-02 13:23:00,Norte,Ativo
2244,B,120.67258405557823,81,2023-01-02 13:24:00,Leste,Ativo
2245,E,89.57327715065695,89,2023-01-02 13:25:00,Oeste,Ativo
2246,B,96.85797540020982,30,2023-01-02 13:26:00,Norte,Ativo
2247,E,96.44745924753403,99,2023-01-02 13:27:00,Sul,Ativo
2248,A,80.03792178104456,37,2023-01-02 13:28:00,Oeste,Ativo
2249,A,65.28964779280548,60,2023-01-02 13:29:00,Leste,Ativo
2250,A,124.47448085009442,77,2023-01-02 13:30:00,Leste,Ativo
2251,A,85.95500915273713,24,2023-01-02 13:31:00,Norte,Ativo
2252,A,94.60520550849816,26,2023-01-02 13:32:00,Leste,Ativo
2253,A,85.38566439802702,58,2023-01-02 13:33:00,Norte,Ativo
2254,B,94.86690926595404,9,2023-01-02 13:34:00,Leste,Ativo
2255,D,89.88194119215271,61,2023-01-02 13:35:00,Oeste,Inativo
2256,E,125.58167738884845,19,2023-01-02 13:36:00,Sul,Ativo
2257,A,88.18991702806471,28,2023-01-02 13:37:00,Oeste,Ativo
2258,B,134.29108295522016,7,2023-01-02 13:38:00,Sul,Ativo
2259,B,122.78542798394203,45,2023-01-02 13:39:00,Norte,Ativo
2260,B,90.51106017011043,86,2023-01-02 13:40:00,Leste,Ativo
2261,D,106.39623269592356,94,2023-01-02 13:41:00,Oeste,Inativo
2262,E,110.38692659194267,63,2023-01-02 13:42:00,Leste,Ativo
2263,D,116.83214407516783,37,2023-01-02 13:43:00,Norte,Ativo
2264,C,118.80934015442858,16,2023-01-02 13:44:00,Sul,Ativo
2265,B,103.73265313025477,5,2023-01-02 13:45:00,Oeste,Ativo
2266,C,80.9115380071618,29,2023-01-02 13:46:00,Sul,Ativo
2267,A,112.81776649027242,52,2023-01-02 13:47:00,Sul,Inativo
2268,A,95.26987249084954,23,2023-01-02 13:48:00,Norte,Ativo
2269,D,44.215900159722594,6,2023-01-02 13:49:00,Sul,Ativo
2270,E,107.80556954119092,36,2023-01-02 13:50:00,Norte,Ativo
2271,C,85.31779897522517,57,2023-01-02 13:51:00,Sul,Ativo
2272,E,90.83223846292627,33,2023-01-02 13:52:00,Sul,Ativo
2273,D,100.12042271633383,49,2023-01-02 13:53:00,Oeste,Inativo
2274,A,68.92705913260119,41,2023-01-02 13:54:00,Norte,Inativo
2275,E,102.78082954226772,80,2023-01-02 13:55:00,Leste,Inativo
2276,E,93.6658511145146,55,2023-01-02 13:56:00,Leste,Ativo
2277,A,82.45560028226214,98,2023-01-02 13:57:00,Leste,Inativo
2278,C,100.92483650036398,26,2023-01-02 13:58:00,Oeste,Inativo
2279,A,66.19607564734397,37,2023-01-02 13:59:00,Oeste,Pendente
2280,E,101.51253556780807,77,2023-01-02 14:00:00,Sul,Pendente
2281,C,109.41197827006718,17,2023-01-02 14:01:00,Sul,Ativo
2282,C,106.10497319235142,96,2023-01-02 14:02:00,Leste,Ativo
2283,A,115.77768415097285,32,2023-01-02 14:03:00,Sul,Ativo
2284,E,123.30704765104232,28,2023-01-02 14:04:00,Sul,Ativo
2285,D,98.37304545928502,93,2023-01-02 14:05:00,Oeste,Inativo
2286,E,121.908989690179,25,2023-01-02 14:06:00,Leste,Inativo
2287,B,98.29829668697958,47,2023-01-02 14:07:00,Norte,Inativo
2288,D,86.01078252901445,22,2023-01-02 14:08:00,Leste,Ativo
2289,C,92.1449876320584,91,2023-01-02 14:09:00,Oeste,Ativo
2290,D,105.33955179743319,61,2023-01-02 14:10:00,Leste,Ativo
2291,C,121.70355696344635,44,2023-01-02 14:11:00,Norte,Ativo
2292,C,100.0292570962758,20,2023-01-02 14:12:00,Sul,Inativo
2293,D,86.52686256793616,50,2023-01-02 14:13:00,Leste,Inativo
2294,C,128.88520093640759,88,2023-01-02 14:14:00,Oeste,Ativo
2295,C,71.3036697730669,47,2023-01-02 14:15:00,Oeste,Pendente
2296,B,86.65589231047349,47,2023-01-02 14:16:00,Leste,Ativo
2297,E,117.85568756453978,72,2023-01-02 14:17:00,Sul,Ativo
2298,E,135.32914493075123,51,2023-01-02 14:18:00,Sul,Ativo
2299,B,109.6136252844079,55,2023-01-02 14:19:00,Oeste,Ativo
2300,D,104.9977511632766,78,2023-01-02 14:20:00,Oeste,Pendente
2301,A,94.1826965961865,39,2023-01-02 14:21:00,Norte,Inativo
2302,A,110.96142316098522,14,2023-01-02 14:22:00,Sul,Ativo
2303,A,102.58735342021625,69,2023-01-02 14:23:00,Leste,Ativo
2304,B,84.90937291970914,47,2023-01-02 14:24:00,Oeste,Ativo
2305,B,93.82012463259025,21,2023-01-02 14:25:00,Oeste,Ativo
2306,C,82.65108006638808,15,2023-01-02 14:26:00,Oeste,Ativo
2307,A,100.27231228761654,97,2023-01-02 14:27:00,Oeste,Ativo
2308,D,103.23678946085202,81,2023-01-02 14:28:00,Sul,Ativo
2309,D,132.68766397295528,84,2023-01-02 14:29:00,Oeste,Ativo
2310,A,88.05205748618756,1,2023-01-02 14:30:00,Sul,Ativo
2311,A,96.38446490393025,80,2023-01-02 14:31:00,Norte,Ativo
2312,A,125.1836264302641,82,2023-01-02 14:32:00,Norte,Inativo
2313,B,136.10178700915782,10,2023-01-02 14:33:00,Leste,Pendente
2314,B,109.4942195479733,23,2023-01-02 14:34:00,Oeste,Ativo
2315,B,94.92873657103596,18,2023-01-02 14:35:00,Leste,Ativo
2316,E,90.53964665458092,58,2023-01-02 14:36:00,Sul,Ativo
2317,D,63.13866370279429,73,2023-01-02 14:37:00,Leste,Ativo
2318,D,81.44463401808594,94,2023-01-02 14:38:00,Leste,Ativo
2319,C,102.03124847007216,77,2023-01-02 14:39:00,Oeste,Pendente
2320,B,96.38028267971356,52,2023-01-02 14:40:00,Sul,Inativo
2321,E,112.46815947990055,95,2023-01-02 14:41:00,Sul,Ativo
2322,E,96.09594426341664,46,2023-01-02 14:42:00,Oeste,Ativo
2323,D,85.47885406725581,13,2023-01-02 14:43:00,Sul,Ativo
2324,B,106.82688518690647,96,2023-01-02 14:44:00,Norte,Ativo
2325,C,150.10530490946928,17,2023-01-02 14:45:00,Oeste,Ativo
2326,B,93.65301665206945,67,2023-01-02 14:46:00,Oeste,Ativo
2327,A,102.77775042690753,61,2023-01-02 14:47:00,Oeste,Ativo
2328,B,116.93851162425361,65,2023-01-02 14:48:00,Norte,Inativo
2329,A,88.56763216861468,53,2023-01-02 14:49:00,Sul,Ativo
2330,A,125.45515073270765,5,2023-01-02 14:50:00,Norte,Ativo
2331,C,68.41919777764141,32,2023-01-02 14:51:00,Norte,Ativo
2332,D,91.84545965462763,89,2023-01-02 14:52:00,Norte,Ativo
2333,B,93.77558204982894,45,2023-01-02 14:53:00,Leste,Ativo
2334,A,103.02315490507216,56,2023-01-02 14:54:00,Sul,Ativo
2335,B,60.570374000201696,5,2023-01-02 14:55:00,Sul,Inativo
2336,D,127.05479789322192,87,2023-01-02 14:56:00,Oeste,Inativo
2337,D,108.2843516990167,76,2023-01-02 14:57:00,Oeste,Inativo
2338,E,122.45662890998256,34,2023-01-02 14:58:00,Leste,Ativo
2339,D,132.2607147492774,61,2023-01-02 14:59:00,Norte,Ativo
2340,C,85.18872443325886,87,2023-01-02 15:00:00,Oeste,Inativo
2341,A,50.11291998554405,80,2023-01-02 15:01:00,Sul,Ativo
2342,E,122.92732150593662,62,2023-01-02 15:02:00,Oeste,Ativo
2343,C,94.27234659653226,69,2023-01-02 15:03:00,Norte,Ativo
2344,B,77.33663008255878,63,2023-01-02 15:04:00,Leste,Ativo
2345,A,111.5259930608102,44,2023-01-02 15:05:00,Norte,Inativo
2346,D,149.27113864264518,28,2023-01-02 15:06:00,Oeste,Ativo
2347,A,97.82187009723336,70,2023-01-02 15:07:00,Leste,Inativo
2348,B,119.02232614604637,13,2023-01-02 15:08:00,Leste,Ativo
2349,E,80.24994413061063,43,2023-01-02 15:09:00,Norte,Pendente
2350,E,66.26484469100893,30,2023-01-02 15:10:00,Oeste,Ativo
2351,E,118.27880938645983,26,2023-01-02 15:11:00,Norte,Pendente
2352,D,110.92146343616535,81,2023-01-02 15:12:00,Oeste,Ativo
2353,C,90.68594330681852,63,2023-01-02 15:13:00,Oeste,Pendente
2354,C,134.1243861605079,73,2023-01-02 15:14:00,Sul,Ativo
2355,A,64.71022060686192,57,2023-01-02 15:15:00,Leste,Ativo
2356,D,75.39939848155961,64,2023-01-02 15:16:00,Oeste,Ativo
2357,E,89.14264810494926,80,2023-01-02 15:17:00,Norte,Inativo
2358,E,92.8720598535879,49,2023-01-02 15:18:00,Norte,Pendente
2359,B,129.30709415057234,52,2023-01-02 15:19:00,Sul,Inativo
2360,B,100.98395875621526,63,2023-01-02 15:20:00,Sul,Ativo
2361,E,96.14092020800466,82,2023-01-02 15:21:00,Sul,Ativo
2362,E,74.59986464418226,13,2023-01-02 15:22:00,Leste,Ativo
2363,D,121.73267083683061,93,2023-01-02 15:23:00,Sul,Ativo
2364,C,77.26718233065523,88,2023-01-02 15:24:00,Leste,Ativo
2365,B,74.50777417279653,45,2023-01-02 15:25:00,Sul,Inativo
2366,C,91.99483718105655,46,2023-01-02 15:26:00,Leste,Inativo
2367,D,103.26388049310334,77,2023-01-02 15:27:00,Oeste,Pendente
2368,E,85.59714799679385,89,2023-01-02 15:28:00,Sul,Ativo
2369,C,114.14035005915211,41,2023-01-02 15:29:00,Leste,Ativo
2370,E,94.34047446038501,46,2023-01-02 15:30:00,Oeste,Ativo
2371,E,121.0553787922317,1,2023-01-02 15:31:00,Sul,Ativo
2372,A,110.10221224166148,73,2023-01-02 15:32:00,Oeste,Ativo
2373,C,135.82958680728274,68,2023-01-02 15:33:00,Sul,Inativo
2374,C,91.15542148245022,92,2023-01-02 15:34:00,Norte,Ativo
2375,E,116.87942048811189,12,2023-01-02 15:35:00,Leste,Ativo
2376,D,64.26377556372634,88,2023-01-02 15:36:00,Norte,Inativo
2377,A,157.83317386151788,73,2023-01-02 15:37:00,Leste,Pendente
2378,E,115.8789306694251,35,2023-01-02 15:38:00,Norte,Inativo
2379,B,94.07385555554559,99,2023-01-02 15:39:00,Sul,Ativo
2380,B,94.81749578734299,33,2023-01-02 15:40:00,Norte,Ativo
2381,A,95.05953852725462,58,2023-01-02 15:41:00,Sul,Ativo
2382,D,136.8007324620335,35,2023-01-02 15:42:00,Leste,Pendente
2383,E,117.97099000682434,46,2023-01-02 15:43:00,Sul,Ativo
2384,C,91.13363395229302,84,2023-01-02 15:44:00,Norte,Pendente
2385,A,75.22369963751436,66,2023-01-02 15:45:00,Oeste,Pendente
2386,D,123.92209271015832,44,2023-01-02 15:46:00,Leste,Inativo
2387,C,116.77097852627247,26,2023-01-02 15:47:00,Oeste,Ativo
2388,B,114.12741394501198,42,2023-01-02 15:48:00,Oeste,Ativo
2389,B,98.32511129236197,77,2023-01-02 15:49:00,Oeste,Inativo
2390,C,94.00765102178481,30,2023-01-02 15:50:00,Oeste,Inativo
2391,A,133.7044702295948,32,2023-01-02 15:51:00,Oeste,Pendente
2392,B,135.56538478608954,36,2023-01-02 15:52:00,Norte,Ativo
